ibin	Eff	Err
0	0.7817	0.0016	
1	0.7921	0.0043	
2	0.8047	0.0012	
3	0.7667	0.0029	
4	0.8266	0.0008	
5	0.8343	0.0015	
6	0.8329	0.0009	
7	0.7920	0.0018	
8	0.8559	0.0006	
9	0.8550	0.0012	
10	0.8537	0.0005	
11	0.8102	0.0007	
12	0.8861	0.0004	
13	0.8749	0.0004	
14	0.8749	0.0003	
15	0.8320	0.0011	
16	0.9319	0.0001	
17	0.9194	0.0003	
18	0.9086	0.0002	
19	0.8604	0.0005	
20	0.9559	0.0001	
21	0.9501	0.0002	
22	0.9341	0.0001	
23	0.8779	0.0004	
24	0.9597	0.0002	
25	0.9529	0.0004	
26	0.9370	0.0003	
27	0.8825	0.0008	
28	0.9615	0.0003	
29	0.9527	0.0009	
30	0.9365	0.0005	
31	0.8801	0.0016	
32	0.9591	0.0011	
33	0.9487	0.0021	
34	0.9323	0.0030	
35	0.8700	0.0107	
