ibin	Eff	Err
0	0.8002	0.0012	
1	0.7992	0.0025	
2	0.7966	0.0013	
3	0.7515	0.0027	
4	0.8407	0.0009	
5	0.8407	0.0011	
6	0.8264	0.0008	
7	0.7756	0.0016	
8	0.8721	0.0005	
9	0.8661	0.0013	
10	0.8516	0.0003	
11	0.8006	0.0011	
12	0.9022	0.0003	
13	0.8874	0.0006	
14	0.8769	0.0005	
15	0.8257	0.0008	
16	0.9377	0.0001	
17	0.9201	0.0002	
18	0.9052	0.0001	
19	0.8512	0.0004	
20	0.9609	0.0001	
21	0.9500	0.0002	
22	0.9311	0.0001	
23	0.8711	0.0004	
24	0.9650	0.0001	
25	0.9548	0.0003	
26	0.9371	0.0003	
27	0.8822	0.0007	
28	0.9684	0.0002	
29	0.9576	0.0005	
30	0.9384	0.0004	
31	0.8796	0.0013	
32	0.9710	0.0014	
33	0.9532	0.0030	
34	0.9368	0.0022	
35	0.8932	0.0116	
