ibin	Eff	Err
0	0.8125	0.0017	
1	0.8188	0.0045	
2	0.8157	0.0017	
3	0.7550	0.0033	
4	0.8519	0.0008	
5	0.8584	0.0020	
6	0.8475	0.0011	
7	0.7839	0.0021	
8	0.8732	0.0007	
9	0.8764	0.0014	
10	0.8662	0.0007	
11	0.8002	0.0014	
12	0.8983	0.0004	
13	0.8900	0.0009	
14	0.8853	0.0005	
15	0.8222	0.0010	
16	0.9357	0.0001	
17	0.9252	0.0002	
18	0.9110	0.0002	
19	0.8488	0.0003	
20	0.9580	0.0001	
21	0.9526	0.0002	
22	0.9339	0.0002	
23	0.8687	0.0004	
24	0.9620	0.0003	
25	0.9555	0.0014	
26	0.9386	0.0003	
27	0.8780	0.0008	
28	0.9645	0.0003	
29	0.9574	0.0007	
30	0.9410	0.0005	
31	0.8833	0.0018	
32	0.9641	0.0025	
33	0.9545	0.0053	
34	0.9392	0.0038	
35	0.8748	0.0154	
