ibin	Eff	Err
0	0.8336	0.0024	
1	0.8457	0.0029	
2	0.8527	0.0022	
3	0.7978	0.0074	
4	0.8626	0.0015	
5	0.8722	0.0030	
6	0.8688	0.0015	
7	0.8162	0.0028	
8	0.8812	0.0012	
9	0.8791	0.0020	
10	0.8829	0.0006	
11	0.8329	0.0019	
12	0.9087	0.0006	
13	0.9019	0.0013	
14	0.9053	0.0008	
15	0.8539	0.0016	
16	0.9439	0.0002	
17	0.9391	0.0005	
18	0.9325	0.0004	
19	0.8742	0.0009	
20	0.9651	0.0002	
21	0.9638	0.0003	
22	0.9534	0.0002	
23	0.8868	0.0006	
24	0.9665	0.0005	
25	0.9643	0.0007	
26	0.9537	0.0004	
27	0.8845	0.0015	
28	0.9659	0.0006	
29	0.9624	0.0009	
30	0.9515	0.0008	
31	0.8982	0.0025	
32	0.9609	0.0042	
33	0.9640	0.0088	
34	0.9504	0.0054	
35	0.8788	0.0266	
