ibin	Eff	Err
0	0.8127	0.0007	
1	0.8325	0.0017	
2	0.8418	0.0015	
3	0.7985	0.0012	
4	0.8498	0.0007	
5	0.8600	0.0011	
6	0.8671	0.0004	
7	0.8246	0.0018	
8	0.8784	0.0004	
9	0.8807	0.0003	
10	0.8884	0.0002	
11	0.8474	0.0005	
12	0.9122	0.0004	
13	0.9098	0.0009	
14	0.9135	0.0006	
15	0.8721	0.0012	
16	0.9483	0.0001	
17	0.9455	0.0002	
18	0.9409	0.0001	
19	0.8920	0.0004	
20	0.9693	0.0001	
21	0.9707	0.0001	
22	0.9609	0.0001	
23	0.9063	0.0003	
24	0.9713	0.0001	
25	0.9715	0.0003	
26	0.9611	0.0002	
27	0.9015	0.0007	
28	0.9713	0.0002	
29	0.9694	0.0004	
30	0.9577	0.0003	
31	0.9031	0.0010	
32	0.9713	0.0012	
33	0.9635	0.0014	
34	0.9539	0.0018	
35	0.9137	0.0061	
