ibin	Eff	Err
0	0.8321	0.0043	
1	0.8423	0.0051	
2	0.8419	0.0104	
3	0.7659	0.0085	
4	0.8613	0.0014	
5	0.8755	0.0030	
6	0.8660	0.0014	
7	0.7896	0.0034	
8	0.8835	0.0008	
9	0.8846	0.0026	
10	0.8831	0.0010	
11	0.8091	0.0013	
12	0.9099	0.0006	
13	0.9054	0.0010	
14	0.9018	0.0007	
15	0.8337	0.0018	
16	0.9486	0.0002	
17	0.9419	0.0004	
18	0.9321	0.0003	
19	0.8564	0.0014	
20	0.9690	0.0001	
21	0.9665	0.0003	
22	0.9524	0.0007	
23	0.8726	0.0009	
24	0.9716	0.0002	
25	0.9698	0.0006	
26	0.9547	0.0017	
27	0.8764	0.0015	
28	0.9724	0.0005	
29	0.9669	0.0009	
30	0.9543	0.0008	
31	0.8774	0.0029	
32	0.9793	0.0080	
33	0.9559	0.0093	
34	0.9368	0.0067	
35	0.8722	0.0209	
