ibin	Eff	Err
0	0.9493	0.0005	
1	0.9497	0.0008	
2	0.9323	0.0005	
3	0.9036	0.0011	
4	0.9533	0.0003	
5	0.9568	0.0005	
6	0.9326	0.0004	
7	0.9105	0.0008	
8	0.9540	0.0002	
9	0.9631	0.0004	
10	0.9362	0.0003	
11	0.9167	0.0006	
12	0.9535	0.0001	
13	0.9660	0.0002	
14	0.9370	0.0002	
15	0.9170	0.0004	
16	0.9531	0.0001	
17	0.9683	0.0001	
18	0.9351	0.0001	
19	0.9181	0.0002	
20	0.9517	0.0001	
21	0.9686	0.0001	
22	0.9403	0.0001	
23	0.9175	0.0002	
24	0.9498	0.0001	
25	0.9684	0.0002	
26	0.9463	0.0001	
27	0.9164	0.0004	
28	0.9434	0.0006	
29	0.9645	0.0009	
30	0.9472	0.0007	
31	0.9060	0.0025	
