ibin	Eff	Err
0	0.7861	0.0026	
1	0.8048	0.0032	
2	0.8138	0.0017	
3	0.7573	0.0029	
4	0.8141	0.0009	
5	0.8269	0.0022	
6	0.8321	0.0011	
7	0.7741	0.0021	
8	0.8381	0.0009	
9	0.8422	0.0014	
10	0.8423	0.0008	
11	0.7864	0.0015	
12	0.8840	0.0004	
13	0.8741	0.0005	
14	0.8708	0.0008	
15	0.8142	0.0011	
16	0.9338	0.0001	
17	0.9235	0.0004	
18	0.9088	0.0004	
19	0.8475	0.0007	
20	0.9582	0.0002	
21	0.9525	0.0002	
22	0.9339	0.0001	
23	0.8692	0.0007	
24	0.9627	0.0003	
25	0.9562	0.0012	
26	0.9396	0.0004	
27	0.8817	0.0009	
28	0.9643	0.0004	
29	0.9562	0.0018	
30	0.9397	0.0005	
31	0.8825	0.0016	
32	0.9607	0.0038	
33	0.9513	0.0053	
34	0.9375	0.0040	
35	0.8804	0.0143	
