ibin	Eff	Err
0	0.7875	0.0027	
1	0.8057	0.0034	
2	0.8291	0.0019	
3	0.8002	0.0039	
4	0.8165	0.0007	
5	0.8269	0.0024	
6	0.8425	0.0013	
7	0.8132	0.0017	
8	0.8557	0.0010	
9	0.8546	0.0017	
10	0.8633	0.0012	
11	0.8295	0.0019	
12	0.9003	0.0005	
13	0.8932	0.0008	
14	0.8985	0.0006	
15	0.8568	0.0015	
16	0.9391	0.0003	
17	0.9340	0.0003	
18	0.9306	0.0002	
19	0.8816	0.0014	
20	0.9612	0.0002	
21	0.9601	0.0002	
22	0.9525	0.0002	
23	0.8950	0.0006	
24	0.9626	0.0003	
25	0.9604	0.0005	
26	0.9511	0.0004	
27	0.8902	0.0013	
28	0.9620	0.0004	
29	0.9575	0.0007	
30	0.9480	0.0005	
31	0.8885	0.0019	
32	0.9615	0.0015	
33	0.9483	0.0038	
34	0.9392	0.0026	
35	0.8975	0.0141	
