ibin	Eff	Err
0	0.7869	0.0020	
1	0.7915	0.0030	
2	0.7854	0.0013	
3	0.7088	0.0016	
4	0.8272	0.0006	
5	0.8304	0.0016	
6	0.8125	0.0011	
7	0.7404	0.0010	
8	0.8585	0.0006	
9	0.8539	0.0009	
10	0.8364	0.0007	
11	0.7674	0.0011	
12	0.8946	0.0003	
13	0.8797	0.0005	
14	0.8641	0.0004	
15	0.7965	0.0008	
16	0.9375	0.0001	
17	0.9194	0.0002	
18	0.8994	0.0001	
19	0.8289	0.0004	
20	0.9611	0.0001	
21	0.9500	0.0002	
22	0.9271	0.0001	
23	0.8557	0.0005	
24	0.9653	0.0001	
25	0.9548	0.0002	
26	0.9344	0.0009	
27	0.8717	0.0007	
28	0.9685	0.0002	
29	0.9580	0.0005	
30	0.9365	0.0004	
31	0.8751	0.0026	
32	0.9697	0.0032	
33	0.9533	0.0038	
34	0.9366	0.0039	
35	0.8879	0.0209	
