ibin	Eff	Err
0	0.8291	0.0000	
1	0.8338	0.0000	
2	0.8204	0.0000	
3	0.7717	0.0000	
4	0.8597	0.0000	
5	0.8698	0.0000	
6	0.8506	0.0000	
7	0.8030	0.0000	
8	0.8859	0.0000	
9	0.8869	0.0000	
10	0.8740	0.0000	
11	0.8253	0.0000	
12	0.9135	0.0000	
13	0.9055	0.0000	
14	0.8963	0.0000	
15	0.8533	0.0000	
16	0.9489	0.0000	
17	0.9388	0.0000	
18	0.9258	0.0000	
19	0.8781	0.0000	
20	0.9691	0.0000	
21	0.9637	0.0000	
22	0.9481	0.0000	
23	0.8988	0.0000	
24	0.9726	0.0000	
25	0.9669	0.0000	
26	0.9536	0.0000	
27	0.9095	0.0000	
28	0.9746	0.0000	
29	0.9682	0.0000	
30	0.9540	0.0000	
31	0.9165	0.0000	
32	0.9766	0.0000	
33	0.9696	0.0000	
34	0.9568	0.0000	
35	0.9260	0.0000	
