ibin	Eff	Err
0	0.7730	0.0019	
1	0.7844	0.0025	
2	0.8006	0.0013	
3	0.7643	0.0026	
4	0.8127	0.0010	
5	0.8223	0.0017	
6	0.8190	0.0089	
7	0.7829	0.0010	
8	0.8432	0.0008	
9	0.8415	0.0011	
10	0.8430	0.0011	
11	0.8030	0.0013	
12	0.8837	0.0004	
13	0.8703	0.0008	
14	0.8699	0.0005	
15	0.8295	0.0011	
16	0.9315	0.0001	
17	0.9191	0.0005	
18	0.9084	0.0003	
19	0.8601	0.0006	
20	0.9557	0.0001	
21	0.9496	0.0002	
22	0.9339	0.0002	
23	0.8777	0.0004	
24	0.9597	0.0003	
25	0.9529	0.0004	
26	0.9367	0.0003	
27	0.8821	0.0008	
28	0.9612	0.0003	
29	0.9519	0.0007	
30	0.9361	0.0004	
31	0.8793	0.0014	
32	0.9591	0.0011	
33	0.9505	0.0020	
34	0.9314	0.0016	
35	0.8837	0.0078	
