ibin	Eff	Err
0	0.9431	0.0011	
1	0.9788	0.0010	
2	0.9591	0.0008	
3	0.9509	0.0016	
4	0.9441	0.0007	
5	0.9811	0.0007	
6	0.9632	0.0006	
7	0.9553	0.0012	
8	0.9459	0.0004	
9	0.9821	0.0005	
10	0.9644	0.0004	
11	0.9597	0.0008	
12	0.9461	0.0003	
13	0.9824	0.0003	
14	0.9656	0.0003	
15	0.9609	0.0006	
16	0.9463	0.0001	
17	0.9811	0.0002	
18	0.9664	0.0001	
19	0.9610	0.0003	
20	0.9453	0.0001	
21	0.9808	0.0001	
22	0.9669	0.0001	
23	0.9610	0.0003	
24	0.9432	0.0002	
25	0.9806	0.0002	
26	0.9670	0.0002	
27	0.9604	0.0005	
28	0.9349	0.0013	
29	0.9789	0.0013	
30	0.9659	0.0011	
31	0.9574	0.0037	
