ibin	Eff	Err
0	0.8354	0.0023	
1	0.8435	0.0047	
2	0.8528	0.0023	
3	0.7974	0.0043	
4	0.8628	0.0018	
5	0.8706	0.0029	
6	0.8679	0.0015	
7	0.8145	0.0028	
8	0.8812	0.0011	
9	0.8790	0.0014	
10	0.8825	0.0006	
11	0.8316	0.0011	
12	0.9088	0.0003	
13	0.9025	0.0013	
14	0.9055	0.0008	
15	0.8529	0.0015	
16	0.9436	0.0002	
17	0.9388	0.0004	
18	0.9322	0.0004	
19	0.8740	0.0010	
20	0.9647	0.0002	
21	0.9633	0.0003	
22	0.9531	0.0002	
23	0.8868	0.0006	
24	0.9661	0.0003	
25	0.9645	0.0006	
26	0.9533	0.0005	
27	0.8836	0.0014	
28	0.9658	0.0005	
29	0.9623	0.0009	
30	0.9518	0.0007	
31	0.8984	0.0024	
32	0.9631	0.0041	
33	0.9607	0.0080	
34	0.9459	0.0054	
35	0.8799	0.0252	
