ibin	Eff	Err
0	0.8451	0.0018	
1	0.8582	0.0023	
2	0.8575	0.0011	
3	0.7923	0.0020	
4	0.8736	0.0010	
5	0.8788	0.0011	
6	0.8820	0.0009	
7	0.8181	0.0015	
8	0.8900	0.0004	
9	0.8953	0.0006	
10	0.9005	0.0006	
11	0.8395	0.0010	
12	0.9190	0.0003	
13	0.9182	0.0006	
14	0.9195	0.0002	
15	0.8631	0.0009	
16	0.9522	0.0001	
17	0.9500	0.0002	
18	0.9426	0.0001	
19	0.8810	0.0004	
20	0.9718	0.0003	
21	0.9731	0.0006	
22	0.9611	0.0001	
23	0.8986	0.0003	
24	0.9741	0.0002	
25	0.9745	0.0003	
26	0.9626	0.0002	
27	0.8987	0.0007	
28	0.9746	0.0002	
29	0.9725	0.0003	
30	0.9621	0.0003	
31	0.9047	0.0012	
32	0.9740	0.0016	
33	0.9684	0.0028	
34	0.9626	0.0050	
35	0.9217	0.0139	
