ibin	Eff	Err
0	0.8456	0.0052	
1	0.8558	0.0059	
2	0.8509	0.0025	
3	0.7726	0.0047	
4	0.8786	0.0020	
5	0.8865	0.0019	
6	0.8765	0.0015	
7	0.7979	0.0030	
8	0.8986	0.0010	
9	0.9012	0.0013	
10	0.8930	0.0010	
11	0.8177	0.0020	
12	0.9195	0.0006	
13	0.9163	0.0010	
14	0.9102	0.0007	
15	0.8378	0.0014	
16	0.9494	0.0002	
17	0.9428	0.0004	
18	0.9328	0.0003	
19	0.8566	0.0008	
20	0.9690	0.0001	
21	0.9665	0.0003	
22	0.9525	0.0004	
23	0.8727	0.0008	
24	0.9716	0.0003	
25	0.9697	0.0008	
26	0.9541	0.0005	
27	0.8814	0.0017	
28	0.9717	0.0005	
29	0.9660	0.0008	
30	0.9532	0.0007	
31	0.8749	0.0023	
32	0.9805	0.0033	
33	0.9590	0.0094	
34	0.9486	0.0059	
35	0.8569	0.0258	
