ibin	Eff	Err
0	0.8318	0.0025	
1	0.8428	0.0063	
2	0.8466	0.0025	
3	0.7762	0.0046	
4	0.8619	0.0024	
5	0.8761	0.0019	
6	0.8673	0.0016	
7	0.7944	0.0020	
8	0.8830	0.0012	
9	0.8838	0.0025	
10	0.8832	0.0007	
11	0.8111	0.0022	
12	0.9099	0.0007	
13	0.9053	0.0010	
14	0.9018	0.0008	
15	0.8343	0.0013	
16	0.9486	0.0002	
17	0.9420	0.0004	
18	0.9320	0.0003	
19	0.8565	0.0013	
20	0.9691	0.0001	
21	0.9667	0.0003	
22	0.9527	0.0003	
23	0.8732	0.0007	
24	0.9716	0.0003	
25	0.9702	0.0006	
26	0.9547	0.0012	
27	0.8805	0.0022	
28	0.9722	0.0005	
29	0.9667	0.0010	
30	0.9546	0.0008	
31	0.8760	0.0031	
32	0.9814	0.0035	
33	0.9579	0.0101	
34	0.9451	0.0062	
35	0.8604	0.0257	
