ibin	Eff	Err
0	0.8202	0.0000	
1	0.8236	0.0000	
2	0.8125	0.0000	
3	0.7543	0.0000	
4	0.8527	0.0000	
5	0.8543	0.0000	
6	0.8408	0.0000	
7	0.7829	0.0000	
8	0.8739	0.0000	
9	0.8653	0.0000	
10	0.8598	0.0000	
11	0.8004	0.0000	
12	0.9039	0.0000	
13	0.8888	0.0000	
14	0.8817	0.0000	
15	0.8257	0.0000	
16	0.9434	0.0000	
17	0.9298	0.0000	
18	0.9148	0.0000	
19	0.8546	0.0000	
20	0.9654	0.0000	
21	0.9572	0.0000	
22	0.9370	0.0000	
23	0.8775	0.0000	
24	0.9686	0.0000	
25	0.9596	0.0000	
26	0.9400	0.0000	
27	0.8816	0.0000	
28	0.9705	0.0000	
29	0.9589	0.0000	
30	0.9402	0.0000	
31	0.8939	0.0000	
32	0.9681	0.0000	
33	0.9586	0.0000	
34	0.9357	0.0000	
35	0.9003	0.0000	
