ibin	Eff	Err
0	0.8026	0.0025	
1	0.8105	0.0042	
2	0.8144	0.0016	
3	0.7560	0.0030	
4	0.8385	0.0012	
5	0.8481	0.0020	
6	0.8426	0.0011	
7	0.7797	0.0020	
8	0.8602	0.0004	
9	0.8640	0.0014	
10	0.8586	0.0004	
11	0.7967	0.0014	
12	0.8904	0.0004	
13	0.8824	0.0009	
14	0.8785	0.0005	
15	0.8182	0.0006	
16	0.9346	0.0001	
17	0.9240	0.0005	
18	0.9096	0.0002	
19	0.8478	0.0010	
20	0.9577	0.0001	
21	0.9521	0.0007	
22	0.9336	0.0005	
23	0.8685	0.0004	
24	0.9622	0.0002	
25	0.9559	0.0004	
26	0.9391	0.0003	
27	0.8813	0.0008	
28	0.9641	0.0003	
29	0.9568	0.0007	
30	0.9402	0.0005	
31	0.8857	0.0016	
32	0.9632	0.0025	
33	0.9545	0.0052	
34	0.9378	0.0038	
35	0.8756	0.0159	
