ibin	Eff	Err
0	0.8325	0.0028	
1	0.8439	0.0049	
2	0.8459	0.0025	
3	0.7749	0.0045	
4	0.8612	0.0013	
5	0.8748	0.0040	
6	0.8678	0.0009	
7	0.7930	0.0029	
8	0.8831	0.0006	
9	0.8846	0.0021	
10	0.8828	0.0006	
11	0.8100	0.0014	
12	0.9097	0.0006	
13	0.9053	0.0010	
14	0.9017	0.0007	
15	0.8342	0.0013	
16	0.9485	0.0002	
17	0.9418	0.0004	
18	0.9318	0.0003	
19	0.8559	0.0011	
20	0.9689	0.0001	
21	0.9664	0.0003	
22	0.9523	0.0003	
23	0.8726	0.0007	
24	0.9713	0.0002	
25	0.9694	0.0006	
26	0.9545	0.0015	
27	0.8754	0.0017	
28	0.9723	0.0004	
29	0.9671	0.0009	
30	0.9542	0.0007	
31	0.8764	0.0030	
32	0.9805	0.0032	
33	0.9556	0.0095	
34	0.9469	0.0057	
35	0.8622	0.0241	
