ibin	Eff	Err
0	0.0000	0.0000	
1	0.0025	0.0002	
2	0.0009	0.0001	
3	0.0011	0.0001	
4	0.0001	0.0000	
5	0.0047	0.0003	
6	0.0048	0.0002	
7	0.0057	0.0004	
8	0.4956	0.0011	
9	0.5085	0.0020	
10	0.4807	0.0012	
11	0.4624	0.0023	
12	0.9537	0.0004	
13	0.9529	0.0007	
14	0.9228	0.0006	
15	0.8977	0.0012	
16	0.9535	0.0002	
17	0.9605	0.0003	
18	0.9345	0.0003	
19	0.9133	0.0006	
20	0.9535	0.0001	
21	0.9647	0.0002	
22	0.9363	0.0002	
23	0.9158	0.0004	
24	0.9531	0.0001	
25	0.9675	0.0001	
26	0.9348	0.0001	
27	0.9170	0.0002	
28	0.9517	0.0001	
29	0.9683	0.0001	
30	0.9400	0.0001	
31	0.9169	0.0001	
32	0.9498	0.0001	
33	0.9682	0.0002	
34	0.9462	0.0001	
35	0.9157	0.0004	
36	0.9436	0.0006	
37	0.9640	0.0009	
38	0.9472	0.0007	
39	0.9072	0.0024	
