ibin	Eff	Err
0	0.8421	0.0017	
1	0.8555	0.0023	
2	0.8623	0.0011	
3	0.8137	0.0022	
4	0.8692	0.0009	
5	0.8761	0.0011	
6	0.8847	0.0010	
7	0.8397	0.0015	
8	0.8879	0.0004	
9	0.8930	0.0007	
10	0.9039	0.0006	
11	0.8603	0.0009	
12	0.9176	0.0003	
13	0.9172	0.0006	
14	0.9226	0.0002	
15	0.8826	0.0006	
16	0.9514	0.0001	
17	0.9496	0.0002	
18	0.9464	0.0001	
19	0.8997	0.0004	
20	0.9713	0.0002	
21	0.9731	0.0001	
22	0.9645	0.0001	
23	0.9130	0.0003	
24	0.9735	0.0001	
25	0.9742	0.0003	
26	0.9636	0.0001	
27	0.9076	0.0007	
28	0.9740	0.0002	
29	0.9730	0.0004	
30	0.9633	0.0003	
31	0.9091	0.0016	
32	0.9745	0.0012	
33	0.9682	0.0024	
34	0.9633	0.0033	
35	0.9265	0.0106	
