ibin	Eff	Err
0	0.0002	0.0001	
1	0.0014	0.0003	
2	0.0007	0.0001	
3	0.0020	0.0004	
4	0.0006	0.0001	
5	0.0059	0.0006	
6	0.0067	0.0004	
7	0.0207	0.0014	
8	0.4829	0.0023	
9	0.4826	0.0039	
10	0.4584	0.0023	
11	0.3599	0.0044	
12	0.9046	0.0012	
13	0.9174	0.0017	
14	0.9048	0.0012	
15	0.7537	0.0035	
16	0.9071	0.0005	
17	0.9352	0.0008	
18	0.9237	0.0006	
19	0.8088	0.0016	
20	0.9070	0.0004	
21	0.9362	0.0006	
22	0.9310	0.0004	
23	0.8402	0.0011	
24	0.9060	0.0002	
25	0.9367	0.0003	
26	0.9330	0.0002	
27	0.8650	0.0006	
28	0.9068	0.0002	
29	0.9364	0.0002	
30	0.9331	0.0002	
31	0.8798	0.0005	
32	0.9056	0.0003	
33	0.9357	0.0004	
34	0.9247	0.0003	
35	0.8854	0.0009	
36	0.8977	0.0015	
37	0.9349	0.0022	
38	0.8558	0.0022	
39	0.8712	0.0065	
