ibin	Eff	Err
0	0.0001	0.0001	
1	0.0014	0.0003	
2	0.0007	0.0001	
3	0.0021	0.0005	
4	0.0005	0.0001	
5	0.0047	0.0006	
6	0.0069	0.0005	
7	0.0219	0.0014	
8	0.4830	0.0023	
9	0.4825	0.0039	
10	0.4583	0.0023	
11	0.3598	0.0044	
12	0.9037	0.0012	
13	0.9208	0.0018	
14	0.9043	0.0012	
15	0.7554	0.0036	
16	0.9067	0.0005	
17	0.9335	0.0008	
18	0.9226	0.0005	
19	0.8074	0.0016	
20	0.9073	0.0004	
21	0.9374	0.0006	
22	0.9309	0.0004	
23	0.8411	0.0011	
24	0.9056	0.0002	
25	0.9361	0.0003	
26	0.9329	0.0002	
27	0.8654	0.0006	
28	0.9067	0.0002	
29	0.9364	0.0002	
30	0.9330	0.0002	
31	0.8796	0.0005	
32	0.9056	0.0003	
33	0.9367	0.0004	
34	0.9249	0.0003	
35	0.8856	0.0009	
36	0.8958	0.0015	
37	0.9309	0.0024	
38	0.8549	0.0022	
39	0.8717	0.0064	
