ibin	Eff	Err
0	0.9547	0.0010	
1	0.9799	0.0010	
2	0.9656	0.0007	
3	0.9237	0.0021	
4	0.9572	0.0006	
5	0.9809	0.0007	
6	0.9678	0.0005	
7	0.9279	0.0014	
8	0.9582	0.0004	
9	0.9812	0.0005	
10	0.9683	0.0004	
11	0.9340	0.0010	
12	0.9579	0.0003	
13	0.9821	0.0003	
14	0.9690	0.0003	
15	0.9354	0.0007	
16	0.9579	0.0001	
17	0.9815	0.0002	
18	0.9699	0.0001	
19	0.9356	0.0004	
20	0.9567	0.0001	
21	0.9814	0.0001	
22	0.9707	0.0001	
23	0.9350	0.0003	
24	0.9547	0.0002	
25	0.9804	0.0003	
26	0.9708	0.0002	
27	0.9344	0.0007	
28	0.9498	0.0012	
29	0.9763	0.0015	
30	0.9726	0.0011	
31	0.9311	0.0044	
