ibin	Eff	Err
0	0.8393	0.0022	
1	0.8440	0.0050	
2	0.8521	0.0020	
3	0.7971	0.0051	
4	0.8654	0.0020	
5	0.8686	0.0029	
6	0.8709	0.0014	
7	0.8167	0.0027	
8	0.8833	0.0011	
9	0.8796	0.0011	
10	0.8844	0.0010	
11	0.8322	0.0018	
12	0.9108	0.0003	
13	0.9044	0.0012	
14	0.9063	0.0008	
15	0.8516	0.0021	
16	0.9438	0.0002	
17	0.9389	0.0004	
18	0.9325	0.0003	
19	0.8735	0.0007	
20	0.9643	0.0001	
21	0.9631	0.0002	
22	0.9526	0.0002	
23	0.8864	0.0006	
24	0.9659	0.0003	
25	0.9640	0.0035	
26	0.9524	0.0004	
27	0.8840	0.0014	
28	0.9666	0.0005	
29	0.9630	0.0008	
30	0.9519	0.0007	
31	0.8955	0.0024	
32	0.9646	0.0039	
33	0.9626	0.0078	
34	0.9429	0.0077	
35	0.8908	0.0258	
