ibin	Eff	Err
0	0.8175	0.0031	
1	0.8182	0.0042	
2	0.8092	0.0023	
3	0.7545	0.0041	
4	0.8520	0.0018	
5	0.8514	0.0029	
6	0.8405	0.0016	
7	0.7782	0.0029	
8	0.8754	0.0010	
9	0.8668	0.0020	
10	0.8590	0.0011	
11	0.7984	0.0021	
12	0.9009	0.0006	
13	0.8850	0.0012	
14	0.8812	0.0007	
15	0.8250	0.0013	
16	0.9431	0.0003	
17	0.9298	0.0006	
18	0.9155	0.0003	
19	0.8570	0.0007	
20	0.9660	0.0001	
21	0.9580	0.0009	
22	0.9373	0.0002	
23	0.8782	0.0005	
24	0.9697	0.0002	
25	0.9603	0.0006	
26	0.9417	0.0004	
27	0.8827	0.0012	
28	0.9704	0.0004	
29	0.9596	0.0009	
30	0.9408	0.0008	
31	0.8856	0.0025	
32	0.9714	0.0031	
33	0.9663	0.0061	
34	0.9369	0.0056	
35	0.9197	0.0213	
