ibin	Eff	Err
0	0.7869	0.0020	
1	0.7915	0.0030	
2	0.7852	0.0012	
3	0.7202	0.0025	
4	0.8272	0.0010	
5	0.8304	0.0014	
6	0.8146	0.0009	
7	0.7437	0.0015	
8	0.8585	0.0006	
9	0.8539	0.0009	
10	0.8365	0.0006	
11	0.7674	0.0011	
12	0.8946	0.0003	
13	0.8786	0.0006	
14	0.8641	0.0003	
15	0.7962	0.0008	
16	0.9375	0.0001	
17	0.9194	0.0002	
18	0.8994	0.0001	
19	0.8289	0.0004	
20	0.9611	0.0001	
21	0.9500	0.0002	
22	0.9270	0.0001	
23	0.8557	0.0013	
24	0.9653	0.0001	
25	0.9548	0.0002	
26	0.9344	0.0009	
27	0.8737	0.0007	
28	0.9685	0.0002	
29	0.9575	0.0005	
30	0.9372	0.0004	
31	0.8744	0.0014	
32	0.9714	0.0017	
33	0.9538	0.0037	
34	0.9361	0.0031	
35	0.9007	0.0166	
