ibin	Eff	Err
0	0.9573	0.0011	
1	0.9852	0.0008	
2	0.9620	0.0008	
3	0.9507	0.0017	
4	0.9621	0.0006	
5	0.9867	0.0006	
6	0.9651	0.0006	
7	0.9543	0.0012	
8	0.9630	0.0004	
9	0.9873	0.0004	
10	0.9658	0.0004	
11	0.9565	0.0009	
12	0.9635	0.0002	
13	0.9880	0.0003	
14	0.9666	0.0003	
15	0.9568	0.0006	
16	0.9632	0.0001	
17	0.9881	0.0001	
18	0.9680	0.0001	
19	0.9575	0.0003	
20	0.9620	0.0001	
21	0.9879	0.0001	
22	0.9685	0.0001	
23	0.9594	0.0003	
24	0.9608	0.0002	
25	0.9878	0.0002	
26	0.9689	0.0002	
27	0.9593	0.0006	
28	0.9558	0.0011	
29	0.9888	0.0011	
30	0.9705	0.0012	
31	0.9580	0.0045	
