ibin	Eff	Err
0	0.8600	0.0026	
1	0.8672	0.0037	
2	0.8623	0.0020	
3	0.7996	0.0038	
4	0.8875	0.0016	
5	0.8962	0.0024	
6	0.8911	0.0013	
7	0.8235	0.0026	
8	0.9070	0.0009	
9	0.9123	0.0015	
10	0.9101	0.0008	
11	0.8433	0.0018	
12	0.9277	0.0005	
13	0.9290	0.0010	
14	0.9265	0.0005	
15	0.8652	0.0012	
16	0.9533	0.0002	
17	0.9517	0.0009	
18	0.9443	0.0003	
19	0.8851	0.0027	
20	0.9719	0.0001	
21	0.9735	0.0002	
22	0.9616	0.0002	
23	0.8990	0.0005	
24	0.9745	0.0003	
25	0.9750	0.0006	
26	0.9639	0.0004	
27	0.9003	0.0013	
28	0.9742	0.0004	
29	0.9733	0.0007	
30	0.9623	0.0006	
31	0.9042	0.0022	
32	0.9737	0.0037	
33	0.9584	0.0069	
34	0.9678	0.0057	
35	0.9547	0.0292	
