ibin	Eff	Err
0	0.8486	0.0019	
1	0.8610	0.0025	
2	0.8585	0.0013	
3	0.8012	0.0022	
4	0.8789	0.0010	
5	0.8895	0.0016	
6	0.8854	0.0008	
7	0.8248	0.0016	
8	0.8967	0.0004	
9	0.9034	0.0012	
10	0.9039	0.0006	
11	0.8443	0.0005	
12	0.9267	0.0003	
13	0.9211	0.0007	
14	0.9222	0.0005	
15	0.8673	0.0004	
16	0.9592	0.0002	
17	0.9529	0.0002	
18	0.9454	0.0001	
19	0.8857	0.0004	
20	0.9783	0.0001	
21	0.9758	0.0001	
22	0.9630	0.0001	
23	0.9007	0.0003	
24	0.9805	0.0001	
25	0.9780	0.0003	
26	0.9649	0.0002	
27	0.9022	0.0008	
28	0.9812	0.0008	
29	0.9769	0.0004	
30	0.9651	0.0003	
31	0.9044	0.0013	
32	0.9817	0.0017	
33	0.9717	0.0038	
34	0.9643	0.0031	
35	0.9220	0.0121	
