ibin	Eff	Err
0	0.0001	0.0000	
1	0.0006	0.0000	
2	0.0003	0.0000	
3	0.0011	0.0000	
4	0.0009	0.0000	
5	0.0030	0.0000	
6	0.0043	0.0000	
7	0.0145	0.0000	
8	0.5380	0.0000	
9	0.5355	0.0000	
10	0.5265	0.0000	
11	0.5146	0.0000	
12	0.9587	0.0000	
13	0.9831	0.0000	
14	0.9604	0.0000	
15	0.9302	0.0000	
16	0.9614	0.0000	
17	0.9851	0.0000	
18	0.9629	0.0000	
19	0.9431	0.0000	
20	0.9616	0.0000	
21	0.9851	0.0000	
22	0.9652	0.0000	
23	0.9493	0.0000	
24	0.9613	0.0000	
25	0.9852	0.0000	
26	0.9662	0.0000	
27	0.9515	0.0000	
28	0.9601	0.0000	
29	0.9854	0.0000	
30	0.9669	0.0000	
31	0.9539	0.0000	
32	0.9585	0.0000	
33	0.9851	0.0000	
34	0.9671	0.0000	
35	0.9528	0.0000	
36	0.9529	0.0000	
37	0.9838	0.0000	
38	0.9671	0.0000	
39	0.9559	0.0000	
