ibin	Eff	Err
0	0.9408	0.0012	
1	0.9786	0.0010	
2	0.9590	0.0008	
3	0.9509	0.0017	
4	0.9443	0.0007	
5	0.9810	0.0007	
6	0.9632	0.0006	
7	0.9544	0.0013	
8	0.9454	0.0005	
9	0.9824	0.0005	
10	0.9653	0.0004	
11	0.9591	0.0008	
12	0.9461	0.0003	
13	0.9820	0.0004	
14	0.9658	0.0003	
15	0.9611	0.0006	
16	0.9464	0.0001	
17	0.9810	0.0002	
18	0.9664	0.0002	
19	0.9611	0.0003	
20	0.9453	0.0001	
21	0.9809	0.0001	
22	0.9669	0.0001	
23	0.9609	0.0003	
24	0.9432	0.0002	
25	0.9805	0.0002	
26	0.9670	0.0002	
27	0.9605	0.0005	
28	0.9353	0.0013	
29	0.9791	0.0013	
30	0.9658	0.0017	
31	0.9600	0.0038	
