ibin	Eff	Err
0	0.7875	0.0020	
1	0.7921	0.0030	
2	0.7856	0.0013	
3	0.7225	0.0024	
4	0.8300	0.0006	
5	0.8327	0.0016	
6	0.8163	0.0008	
7	0.7458	0.0015	
8	0.8609	0.0006	
9	0.8549	0.0015	
10	0.8395	0.0003	
11	0.7687	0.0010	
12	0.8952	0.0003	
13	0.8797	0.0006	
14	0.8653	0.0004	
15	0.7985	0.0007	
16	0.9373	0.0001	
17	0.9190	0.0002	
18	0.8993	0.0002	
19	0.8289	0.0005	
20	0.9609	0.0001	
21	0.9498	0.0001	
22	0.9268	0.0001	
23	0.8553	0.0004	
24	0.9657	0.0002	
25	0.9555	0.0003	
26	0.9352	0.0002	
27	0.8725	0.0007	
28	0.9684	0.0002	
29	0.9573	0.0006	
30	0.9374	0.0004	
31	0.8741	0.0014	
32	0.9714	0.0017	
33	0.9543	0.0037	
34	0.9363	0.0044	
35	0.9019	0.0159	
