ibin	Eff	Err
0	0.8197	0.0015	
1	0.8238	0.0020	
2	0.8122	0.0011	
3	0.7542	0.0020	
4	0.8553	0.0009	
5	0.8536	0.0014	
6	0.8401	0.0008	
7	0.7828	0.0014	
8	0.8712	0.0004	
9	0.8630	0.0007	
10	0.8587	0.0006	
11	0.7995	0.0008	
12	0.9031	0.0003	
13	0.8880	0.0007	
14	0.8815	0.0004	
15	0.8257	0.0006	
16	0.9435	0.0001	
17	0.9297	0.0002	
18	0.9148	0.0001	
19	0.8560	0.0004	
20	0.9655	0.0001	
21	0.9574	0.0003	
22	0.9371	0.0001	
23	0.8778	0.0002	
24	0.9685	0.0001	
25	0.9594	0.0003	
26	0.9403	0.0002	
27	0.8797	0.0010	
28	0.9704	0.0009	
29	0.9580	0.0004	
30	0.9402	0.0003	
31	0.8854	0.0011	
32	0.9680	0.0015	
33	0.9588	0.0034	
34	0.9361	0.0029	
35	0.9059	0.0103	
